,1,2,3,4,5,6,7,8,9
326,10:30p,Houston Rockets,104,Portland Trail Blazers,111,Box Score,,"19,997",
327,7:00p,Charlotte Bobcats,94,Indiana Pacers,99,Box Score,,"18,165",
328,7:00p,Cleveland Cavaliers,109,Orlando Magic,100,Box Score,,"16,119",
329,7:00p,Philadelphia 76ers,100,Toronto Raptors,108,Box Score,,"17,133",
330,7:30p,Washington Wizards,99,Atlanta Hawks,101,Box Score,OT,"11,251",
331,7:30p,New York Knicks,86,Boston Celtics,90,Box Score,,"17,479",
332,7:30p,Brooklyn Nets,99,Detroit Pistons,103,Box Score,,"15,159",
333,8:00p,Memphis Grizzlies,98,New Orleans Pelicans,104,Box Score,,"15,516",
334,8:00p,Los Angeles Lakers,97,Oklahoma City Thunder,122,Box Score,,"18,203",
335,8:30p,Chicago Bulls,91,Milwaukee Bucks,90,Box Score,,"15,219",
336,8:30p,Minnesota Timberwolves,110,San Antonio Spurs,117,Box Score,,"18,581",
337,9:00p,Utah Jazz,103,Denver Nuggets,93,Box Score,,"15,616",
338,9:00p,Sacramento Kings,107,Phoenix Suns,116,Box Score,,"14,128",
339,10:30p,Houston Rockets,116,Golden State Warriors,112,Box Score,,"19,596",
340,7:00p,Los Angeles Lakers,88,Charlotte Bobcats,85,Box Score,,"17,101",
341,7:00p,Los Angeles Clippers,113,Washington Wizards,97,Box Score,,"16,509",
342,7:30p,Cleveland Cavaliers,107,Miami Heat,114,Box Score,,"19,656",
343,7:30p,Atlanta Hawks,106,New York Knicks,111,Box Score,,"19,812",
344,8:00p,Toronto Raptors,99,Chicago Bulls,77,Box Score,,"21,386",
345,8:00p,Portland Trail Blazers,139,Philadelphia 76ers,105,Box Score,,"10,189",
346,8:30p,Milwaukee Bucks,93,Dallas Mavericks,106,Box Score,,"19,973",
347,9:00p,San Antonio Spurs,100,Utah Jazz,84,Box Score,,"19,330",
348,6:00p,Portland Trail Blazers,111,Detroit Pistons,109,Box Score,OT,"13,003",
349,6:00p,Minnesota Timberwolves,101,Memphis Grizzlies,93,Box Score,,"15,417",
350,6:00p,Houston Rockets,91,Sacramento Kings,106,Box Score,,"15,606",
351,7:00p,Orlando Magic,98,Oklahoma City Thunder,101,Box Score,,"18,203",
352,8:00p,New Orleans Pelicans,93,Denver Nuggets,102,Box Score,,"15,111",
353,8:00p,Golden State Warriors,102,Phoenix Suns,106,Box Score,,"14,393",
354,7:00p,Detroit Pistons,101,Indiana Pacers,96,Box Score,,"15,443",
355,7:30p,Los Angeles Lakers,100,Atlanta Hawks,114,Box Score,,"15,146",
356,7:30p,Minnesota Timberwolves,97,Boston Celtics,101,Box Score,,"17,071",
357,7:30p,Philadelphia 76ers,94,Brooklyn Nets,130,Box Score,,"16,733",
358,7:30p,Utah Jazz,94,Miami Heat,117,Box Score,,"19,600",
359,7:30p,Washington Wizards,102,New York Knicks,101,Box Score,,"19,812",
360,8:00p,Orlando Magic,83,Chicago Bulls,82,Box Score,,"21,200",
361,10:30p,San Antonio Spurs,92,Los Angeles Clippers,115,Box Score,,"19,253",
362,7:00p,Sacramento Kings,87,Charlotte Bobcats,95,Box Score,,"11,339",
363,7:00p,Portland Trail Blazers,119,Cleveland Cavaliers,116,Box Score,,"15,689",
364,8:00p,Los Angeles Lakers,96,Memphis Grizzlies,92,Box Score,,"17,217",
365,9:00p,Oklahoma City Thunder,105,Denver Nuggets,93,Box Score,,"17,035",
366,10:30p,New Orleans Pelicans,93,Golden State Warriors,104,Box Score,,"19,596",
367,7:00p,Indiana Pacers,94,Miami Heat,97,Box Score,,"19,898",
368,7:00p,Utah Jazz,86,Orlando Magic,82,Box Score,,"15,574",
369,7:00p,Charlotte Bobcats,104,Toronto Raptors,102,Box Score,OT,"15,201",
370,7:30p,Sacramento Kings,107,Atlanta Hawks,124,Box Score,,"10,185",
371,7:30p,Detroit Pistons,107,Boston Celtics,106,Box Score,,"17,101",
372,7:30p,Washington Wizards,113,Brooklyn Nets,107,Box Score,,"16,187",
373,8:00p,New York Knicks,107,Milwaukee Bucks,101,Box Score,2OT,"11,869",
374,8:00p,Portland Trail Blazers,109,Minnesota Timberwolves,120,Box Score,,"13,776",
375,8:30p,Memphis Grizzlies,91,Dallas Mavericks,105,Box Score,,"19,425",
376,9:00p,San Antonio Spurs,108,Phoenix Suns,101,Box Score,,"13,661",
377,9:30p,Chicago Bulls,94,Houston Rockets,109,Box Score,,"18,242",
378,10:30p,New Orleans Pelicans,95,Los Angeles Clippers,108,Box Score,,"19,060",
379,8:00p,Chicago Bulls,95,Oklahoma City Thunder,107,Box Score,,"18,203",
380,10:30p,San Antonio Spurs,104,Golden State Warriors,102,Box Score,,"19,596",
381,7:00p,Brooklyn Nets,120,Philadelphia 76ers,121,Box Score,OT,"15,267",
382,7:30p,Utah Jazz,85,Atlanta Hawks,118,Box Score,,"11,150",
383,7:30p,Milwaukee Bucks,111,Cleveland Cavaliers,114,Box Score,OT,"19,058",
384,7:30p,Charlotte Bobcats,116,Detroit Pistons,106,Box Score,,"12,453",
385,7:30p,Sacramento Kings,103,Miami Heat,122,Box Score,,"19,600",
386,8:00p,Houston Rockets,81,Indiana Pacers,114,Box Score,,"18,165",
387,8:30p,Toronto Raptors,109,Dallas Mavericks,108,Box Score,OT,"19,406",
388,9:00p,Phoenix Suns,103,Denver Nuggets,99,Box Score,,"15,974",
389,10:30p,Minnesota Timberwolves,91,Los Angeles Lakers,104,Box Score,,"18,997",
390,1:00p,Washington Wizards,106,Boston Celtics,99,Box Score,,"18,169",
391,7:00p,Sacramento Kings,105,Orlando Magic,100,Box Score,,"14,283",
392,7:30p,Utah Jazz,88,Charlotte Bobcats,85,Box Score,,"18,078",
393,7:30p,Houston Rockets,114,Detroit Pistons,97,Box Score,,"14,606",
394,8:00p,Cleveland Cavaliers,84,Chicago Bulls,100,Box Score,,"21,658",
395,8:30p,Philadelphia 76ers,106,Milwaukee Bucks,116,Box Score,,"14,541",
396,8:30p,Oklahoma City Thunder,113,San Antonio Spurs,100,Box Score,,"18,581",
397,9:00p,Dallas Mavericks,108,Phoenix Suns,123,Box Score,,"15,241",
398,10:00p,New Orleans Pelicans,107,Portland Trail Blazers,110,Box Score,,"20,027",
399,10:30p,Los Angeles Lakers,83,Golden State Warriors,102,Box Score,,"19,596",
400,10:30p,Denver Nuggets,91,Los Angeles Clippers,112,Box Score,,"19,129",
401,12:00a,Memphis Grizzlies,95,New York Knicks,87,Box Score,,"19,812",
402,6:00p,Boston Celtics,79,Indiana Pacers,106,Box Score,,"18,165",
403,7:00p,Toronto Raptors,104,Oklahoma City Thunder,98,Box Score,,"18,203",
404,9:30p,Minnesota Timberwolves,116,Los Angeles Clippers,120,Box Score,OT,"19,304",
405,7:00p,Milwaukee Bucks,110,Charlotte Bobcats,111,Box Score,OT,"13,534",
406,7:00p,Detroit Pistons,115,Cleveland Cavaliers,92,Box Score,,"19,215",
407,7:00p,New York Knicks,103,Orlando Magic,98,Box Score,,"15,105",
408,7:30p,Indiana Pacers,103,Brooklyn Nets,86,Box Score,,"17,732",
409,7:30p,Atlanta Hawks,119,Miami Heat,121,Box Score,OT,"20,204",
410,8:00p,Dallas Mavericks,111,Houston Rockets,104,Box Score,,"18,328",
411,8:00p,Utah Jazz,94,Memphis Grizzlies,104,Box Score,,"16,665",
412,8:30p,Toronto Raptors,99,San Antonio Spurs,112,Box Score,,"18,581",
413,9:00p,Golden State Warriors,89,Denver Nuggets,81,Box Score,,"18,551",
414,9:00p,Los Angeles Lakers,90,Phoenix Suns,117,Box Score,,"14,814",
415,10:00p,New Orleans Pelicans,113,Sacramento Kings,100,Box Score,,"17,317",
416,2:30p,Oklahoma City Thunder,123,New York Knicks,94,Box Score,,"19,812",
417,5:00p,Miami Heat,101,Los Angeles Lakers,95,Box Score,,"18,997",
418,8:00p,Houston Rockets,111,San Antonio Spurs,98,Box Score,,"18,581",
419,10:30p,Los Angeles Clippers,103,Golden State Warriors,105,Box Score,,"19,596",
420,12:00a,Chicago Bulls,95,Brooklyn Nets,78,Box Score,,"17,732",
421,7:00p,Atlanta Hawks,127,Cleveland Cavaliers,125,Box Score,2OT,"18,682",
422,8:00p,Memphis Grizzlies,92,Houston Rockets,100,Box Score,,"18,201",
423,8:30p,San Antonio Spurs,116,Dallas Mavericks,107,Box Score,,"20,305",
424,10:30p,Los Angeles Clippers,112,Portland Trail Blazers,116,Box Score,OT,"20,053",
425,7:00p,Oklahoma City Thunder,89,Charlotte Bobcats,85,Box Score,,"18,129",
426,7:00p,Detroit Pistons,92,Orlando Magic,109,Box Score,,"16,464",
427,7:30p,Milwaukee Bucks,93,Brooklyn Nets,104,Box Score,,"17,732",
428,7:30p,Toronto Raptors,95,New York Knicks,83,Box Score,,"19,812",
429,8:00p,Washington Wizards,98,Minnesota Timberwolves,120,Box Score,,"16,473",
430,8:00p,Denver Nuggets,89,New Orleans Pelicans,105,Box Score,,"18,089",
431,9:00p,Los Angeles Lakers,103,Utah Jazz,105,Box Score,,"19,911",
432,10:00p,Miami Heat,103,Sacramento Kings,108,Box Score,OT,"17,317",
433,10:30p,Phoenix Suns,86,Golden State Warriors,115,Box Score,,"19,596",
434,1:00p,Cleveland Cavaliers,100,Boston Celtics,103,Box Score,,"18,624",
435,7:00p,Brooklyn Nets,91,Indiana Pacers,105,Box Score,,"18,165",
436,7:00p,New York Knicks,100,Toronto Raptors,115,Box Score,,"19,800",
437,7:00p,Detroit Pistons,82,Washington Wizards,106,Box Score,,"19,336",
438,7:30p,Charlotte Bobcats,116,Atlanta Hawks,118,Box Score,OT,"15,180",
439,8:00p,Dallas Mavericks,105,Chicago Bulls,83,Box Score,,"22,099",
440,8:00p,New Orleans Pelicans,98,Houston Rockets,107,Box Score,,"18,233",
441,8:00p,Denver Nuggets,99,Memphis Grizzlies,120,Box Score,,"17,017",
442,8:30p,Minnesota Timberwolves,117,Milwaukee Bucks,95,Box Score,,"14,971",
443,9:00p,Philadelphia 76ers,101,Phoenix Suns,115,Box Score,,"15,623",
444,10:00p,Miami Heat,108,Portland Trail Blazers,107,Box Score,,"20,071",
445,10:30p,Utah Jazz,90,Los Angeles Clippers,98,Box Score,,"19,278",
446,6:00p,Golden State Warriors,108,Cleveland Cavaliers,104,Box Score,OT,"19,384",
447,6:00p,Atlanta Hawks,102,Orlando Magic,109,Box Score,,"15,415",
448,7:00p,Houston Rockets,86,Oklahoma City Thunder,117,Box Score,,"18,203",
449,7:00p,Sacramento Kings,104,San Antonio Spurs,112,Box Score,,"18,581",
450,9:30p,Philadelphia 76ers,111,Los Angeles Lakers,104,Box Score,,"18,997",
451,7:30p,Washington Wizards,106,Detroit Pistons,99,Box Score,,"15,050",
452,8:00p,Chicago Bulls,95,Memphis Grizzlies,91,Box Score,,"17,688",
453,8:00p,Dallas Mavericks,100,Minnesota Timberwolves,98,Box Score,,"16,111",
454,8:00p,Portland Trail Blazers,108,New Orleans Pelicans,110,Box Score,,"17,035",
455,9:00p,Miami Heat,97,Denver Nuggets,94,Box Score,,"19,155",
456,9:00p,Charlotte Bobcats,80,Utah Jazz,83,Box Score,,"19,125",
457,10:30p,Phoenix Suns,107,Los Angeles Clippers,88,Box Score,,"19,278",
458,1:00p,Atlanta Hawks,92,Boston Celtics,91,Box Score,,"18,624",
459,3:00p,Cleveland Cavaliers,76,Indiana Pacers,91,Box Score,,"18,165",
460,5:00p,Golden State Warriors,94,Orlando Magic,81,Box Score,,"15,062",
461,7:00p,Sacramento Kings,110,Houston Rockets,106,Box Score,,"18,232",
462,7:00p,Brooklyn Nets,92,San Antonio Spurs,113,Box Score,,"17,409",
463,8:00p,Toronto Raptors,85,Chicago Bulls,79,Box Score,,"21,507",
464,8:00p,Portland Trail Blazers,98,Oklahoma City Thunder,94,Box Score,,"18,203",
465,10:30p,Milwaukee Bucks,94,Los Angeles Lakers,79,Box Score,,"18,997",
466,6:00p,Dallas Mavericks,87,Washington Wizards,78,Box Score,,"15,713",
467,7:00p,Indiana Pacers,82,Toronto Raptors,95,Box Score,,"18,271",
468,8:00p,New Orleans Pelicans,112,Minnesota Timberwolves,124,Box Score,,"14,002",
469,9:00p,Philadelphia 76ers,114,Denver Nuggets,102,Box Score,,"16,006",
470,9:30p,Charlotte Bobcats,85,Los Angeles Clippers,112,Box Score,,"19,160",
471,7:00p,Orlando Magic,81,Cleveland Cavaliers,87,Box Score,OT,"14,248",
472,7:30p,Golden State Warriors,123,Miami Heat,114,Box Score,,"20,350",
473,8:00p,Boston Celtics,82,Chicago Bulls,94,Box Score,,"21,721",
474,8:00p,Brooklyn Nets,95,Oklahoma City Thunder,93,Box Score,,"18,203",
475,8:30p,New York Knicks,105,San Antonio Spurs,101,Box Score,,"18,581",
476,9:00p,Memphis Grizzlies,99,Phoenix Suns,91,Box Score,,"14,844",
477,9:00p,Milwaukee Bucks,87,Utah Jazz,96,Box Score,,"16,012",
478,10:00p,Charlotte Bobcats,104,Portland Trail Blazers,134,Box Score,,"20,014",
479,10:00p,Philadelphia 76ers,113,Sacramento Kings,104,Box Score,,"16,259",
480,7:00p,Toronto Raptors,101,Washington Wizards,88,Box Score,,"14,940",
481,7:30p,Golden State Warriors,101,Atlanta Hawks,100,Box Score,,"15,210",
482,7:30p,New Orleans Pelicans,95,Boston Celtics,92,Box Score,,"18,624",
483,8:00p,New York Knicks,100,Houston Rockets,102,Box Score,,"18,304",
484,8:30p,Los Angeles Clippers,119,Dallas Mavericks,112,Box Score,,"20,187",
485,9:00p,Memphis Grizzlies,108,Denver Nuggets,111,Box Score,,"17,608",
486,10:30p,Utah Jazz,99,Los Angeles Lakers,110,Box Score,,"18,997",
487,7:00p,New Orleans Pelicans,82,Indiana Pacers,99,Box Score,,"18,165",
488,7:00p,Miami Heat,110,Orlando Magic,94,Box Score,,"18,846",
489,7:30p,Cleveland Cavaliers,82,Brooklyn Nets,89,Box Score,,"17,732",
490,8:00p,Atlanta Hawks,84,Chicago Bulls,91,Box Score,,"21,539",
491,8:00p,Oklahoma City Thunder,115,Minnesota Timberwolves,111,Box Score,,"18,065",
492,8:30p,Los Angeles Clippers,92,San Antonio Spurs,116,Box Score,,"18,581",
493,9:00p,Milwaukee Bucks,100,Phoenix Suns,116,Box Score,,"14,344",
494,10:00p,Philadelphia 76ers,101,Portland Trail Blazers,99,Box Score,,"20,004",
495,10:00p,Charlotte Bobcats,113,Sacramento Kings,103,Box Score,,"16,410",
496,1:00p,Memphis Grizzlies,112,Detroit Pistons,84,Box Score,,"14,134",
497,6:00p,Indiana Pacers,82,Cleveland Cavaliers,78,Box Score,,"17,502",
498,6:00p,Toronto Raptors,97,Miami Heat,102,Box Score,,"20,020",
499,6:00p,Golden State Warriors,112,Washington Wizards,96,Box Score,,"17,390",
500,7:00p,Boston Celtics,96,Oklahoma City Thunder,119,Box Score,,"18,203",
501,7:30p,New York Knicks,92,Dallas Mavericks,80,Box Score,,"19,892",
502,9:30p,Denver Nuggets,137,Los Angeles Lakers,115,Box Score,,"18,997",
503,7:00p,Minnesota Timberwolves,126,Philadelphia 76ers,95,Box Score,,"10,736",
504,7:30p,Atlanta Hawks,86,Brooklyn Nets,91,Box Score,,"15,326",
505,10:30p,Orlando Magic,81,Los Angeles Clippers,101,Box Score,,"19,060",
506,7:00p,Washington Wizards,97,Charlotte Bobcats,83,Box Score,,"12,079",
507,7:00p,Philadelphia 76ers,93,Cleveland Cavaliers,111,Box Score,,"13,344",
508,7:00p,Toronto Raptors,79,Indiana Pacers,86,Box Score,,"16,147",
509,7:30p,New Orleans Pelicans,88,Miami Heat,107,Box Score,,"20,097",
510,7:30p,Detroit Pistons,85,New York Knicks,89,Box Score,,"19,812",
511,8:00p,Phoenix Suns,87,Chicago Bulls,92,Box Score,,"21,181",
512,8:00p,San Antonio Spurs,110,Memphis Grizzlies,108,Box Score,OT,"15,916",
513,8:00p,Golden State Warriors,101,Milwaukee Bucks,80,Box Score,,"11,739",
514,8:30p,Los Angeles Lakers,97,Dallas Mavericks,110,Box Score,,"19,656",
515,9:00p,Boston Celtics,98,Denver Nuggets,129,Box Score,,"16,224",
516,9:00p,Oklahoma City Thunder,101,Utah Jazz,112,Box Score,,"18,547",
517,10:00p,Portland Trail Blazers,119,Sacramento Kings,123,Box Score,,"15,518",
518,7:00p,Dallas Mavericks,90,San Antonio Spurs,112,Box Score,,"18,581",
519,7:00p,Detroit Pistons,91,Toronto Raptors,112,Box Score,,"16,194",
520,7:30p,Indiana Pacers,87,Atlanta Hawks,97,Box Score,,"15,169",
521,7:30p,Golden State Warriors,98,Brooklyn Nets,102,Box Score,,"17,732",
522,8:00p,Los Angeles Lakers,99,Houston Rockets,113,Box Score,,"18,229",
523,8:00p,Washington Wizards,102,New Orleans Pelicans,96,Box Score,,"17,557",
524,9:30p,Phoenix Suns,104,Minnesota Timberwolves,103,Box Score,,"12,202",
525,10:00p,Orlando Magic,94,Portland Trail Blazers,110,Box Score,,"18,949",
526,10:30p,Boston Celtics,105,Los Angeles Clippers,111,Box Score,,"19,214",
527,8:00p,Miami Heat,92,New York Knicks,102,Box Score,,"19,812",
528,10:30p,Oklahoma City Thunder,88,Denver Nuggets,101,Box Score,,"17,315",
529,7:00p,Washington Wizards,66,Indiana Pacers,93,Box Score,,"18,165",
530,7:00p,Detroit Pistons,114,Philadelphia 76ers,104,Box Score,,"13,742",
531,7:30p,Houston Rockets,80,Atlanta Hawks,83,Box Score,,"13,115",
532,8:00p,Miami Heat,95,Brooklyn Nets,104,Box Score,2OT,"17,732",
533,8:00p,Phoenix Suns,99,Memphis Grizzlies,104,Box Score,,"17,049",
534,8:00p,Charlotte Bobcats,92,Minnesota Timberwolves,119,Box Score,,"13,767",
535,8:00p,Dallas Mavericks,107,New Orleans Pelicans,90,Box Score,,"16,533",
536,8:30p,Chicago Bulls,81,Milwaukee Bucks,72,Box Score,,"15,148",
537,9:00p,Cleveland Cavaliers,113,Utah Jazz,102,Box Score,,"18,480",
538,10:00p,Orlando Magic,83,Sacramento Kings,103,Box Score,,"15,694",
539,10:30p,Boston Celtics,97,Golden State Warriors,99,Box Score,,"19,596",
540,10:30p,Los Angeles Lakers,87,Los Angeles Clippers,123,Box Score,,"19,316",
541,7:00p,Brooklyn Nets,80,Toronto Raptors,96,Box Score,,"19,800",
542,7:00p,Houston Rockets,114,Washington Wizards,107,Box Score,,"17,454",
543,7:30p,Phoenix Suns,108,Detroit Pistons,110,Box Score,,"15,224",
544,7:30p,New York Knicks,102,Philadelphia 76ers,92,Box Score,,"16,278",
545,8:00p,Charlotte Bobcats,97,Chicago Bulls,103,Box Score,,"21,413",
546,8:00p,Milwaukee Bucks,85,Oklahoma City Thunder,101,Box Score,,"18,203",
547,8:30p,New Orleans Pelicans,107,Dallas Mavericks,110,Box Score,,"20,116",
548,9:00p,Orlando Magic,94,Denver Nuggets,120,Box Score,,"17,947",
549,10:00p,Boston Celtics,104,Portland Trail Blazers,112,Box Score,,"20,011",
550,6:00p,Atlanta Hawks,101,Memphis Grizzlies,108,Box Score,,"16,841",
551,6:00p,Cleveland Cavaliers,80,Sacramento Kings,124,Box Score,,"16,072",
552,7:00p,Minnesota Timberwolves,86,San Antonio Spurs,104,Box Score,,"18,098",
553,7:00p,Milwaukee Bucks,94,Toronto Raptors,116,Box Score,,"15,819",
554,7:30p,Houston Rockets,104,Boston Celtics,92,Box Score,,"17,750",
555,7:30p,Phoenix Suns,96,New York Knicks,98,Box Score,OT,"19,812",
556,8:00p,Washington Wizards,102,Chicago Bulls,88,Box Score,,"21,287",
557,8:00p,San Antonio Spurs,101,New Orleans Pelicans,95,Box Score,,"15,552",
558,8:30p,Orlando Magic,88,Dallas Mavericks,107,Box Score,,"19,695",
559,9:00p,Denver Nuggets,103,Utah Jazz,118,Box Score,,"17,232",
560,7:00p,New York Knicks,98,Charlotte Bobcats,108,Box Score,,"15,156",
561,7:00p,Sacramento Kings,92,Indiana Pacers,116,Box Score,,"17,530",
562,8:00p,Oklahoma City Thunder,87,Memphis Grizzlies,90,Box Score,,"17,177",
563,10:30p,Cleveland Cavaliers,120,Los Angeles Lakers,118,Box Score,,"18,997",
564,7:00p,Chicago Bulls,128,Orlando Magic,125,Box Score,3OT,"16,489",
565,7:00p,Charlotte Bobcats,92,Philadelphia 76ers,95,Box Score,,"10,106",
566,7:00p,Miami Heat,97,Washington Wizards,114,Box Score,,"20,356",
567,7:30p,Toronto Raptors,83,Boston Celtics,88,Box Score,,"17,569",
568,8:00p,Memphis Grizzlies,82,Milwaukee Bucks,77,Box Score,,"11,379",
569,8:00p,Sacramento Kings,111,Minnesota Timberwolves,108,Box Score,,"12,399",
570,8:00p,Houston Rockets,103,New Orleans Pelicans,100,Box Score,,"15,918",
571,8:00p,Utah Jazz,105,San Antonio Spurs,109,Box Score,,"17,917",
572,9:00p,Los Angeles Lakers,114,Phoenix Suns,121,Box Score,,"16,022",
573,10:00p,Cleveland Cavaliers,96,Portland Trail Blazers,108,Box Score,,"19,998",
574,10:30p,Denver Nuggets,123,Golden State Warriors,116,Box Score,,"19,596",
575,10:30p,Dallas Mavericks,127,Los Angeles Clippers,129,Box Score,,"19,208",
576,3:00p,Brooklyn Nets,127,Atlanta Hawks,110,Box Score,,"18,689","at London, England"
577,7:00p,New York Knicks,89,Indiana Pacers,117,Box Score,,"18,165",
578,9:30p,Oklahoma City Thunder,104,Houston Rockets,92,Box Score,,"18,231",
579,7:00p,Los Angeles Clippers,109,New York Knicks,95,Box Score,,"19,812",
580,7:00p,Charlotte Bobcats,111,Orlando Magic,101,Box Score,,"16,164",
581,7:00p,Miami Heat,101,Philadelphia 76ers,86,Box Score,,"19,286",
582,7:00p,Minnesota Timberwolves,89,Toronto Raptors,94,Box Score,,"19,800",
583,7:00p,Chicago Bulls,93,Washington Wizards,96,Box Score,,"17,005",
584,7:30p,Los Angeles Lakers,107,Boston Celtics,104,Box Score,,"18,624",
585,7:30p,Utah Jazz,110,Detroit Pistons,89,Box Score,,"18,528",
586,8:00p,Sacramento Kings,90,Memphis Grizzlies,91,Box Score,,"17,212",
587,8:30p,Portland Trail Blazers,109,San Antonio Spurs,100,Box Score,,"18,581",
588,9:00p,Cleveland Cavaliers,117,Denver Nuggets,109,Box Score,,"18,486",
589,9:00p,Dallas Mavericks,110,Phoenix Suns,107,Box Score,,"16,486",
590,9:30p,Golden State Warriors,121,Oklahoma City Thunder,127,Box Score,,"18,203",
591,7:00p,Los Angeles Clippers,92,Indiana Pacers,106,Box Score,,"18,165",
592,7:00p,Detroit Pistons,104,Washington Wizards,98,Box Score,,"17,039",
593,7:30p,Miami Heat,104,Charlotte Bobcats,96,Box Score,OT,"19,631",
594,8:00p,Philadelphia 76ers,78,Chicago Bulls,103,Box Score,,"21,710",
595,8:00p,Milwaukee Bucks,104,Houston Rockets,114,Box Score,,"18,082",
596,8:00p,Utah Jazz,72,Minnesota Timberwolves,98,Box Score,,"17,111",
597,8:00p,Golden State Warriors,97,New Orleans Pelicans,87,Box Score,,"18,045",
598,8:30p,Portland Trail Blazers,127,Dallas Mavericks,111,Box Score,,"20,375",
599,1:00p,Los Angeles Lakers,112,Toronto Raptors,106,Box Score,,"17,706",
600,6:00p,Boston Celtics,91,Orlando Magic,93,Box Score,,"17,548",
601,7:00p,Sacramento Kings,93,Oklahoma City Thunder,108,Box Score,,"18,203",
602,7:00p,Milwaukee Bucks,82,San Antonio Spurs,110,Box Score,,"18,096",
603,8:00p,Denver Nuggets,103,Phoenix Suns,117,Box Score,,"16,211",
604,1:00p,Dallas Mavericks,102,Cleveland Cavaliers,97,Box Score,,"18,762",
605,1:00p,Los Angeles Clippers,112,Detroit Pistons,103,Box Score,,"17,417",
606,2:00p,Toronto Raptors,95,Charlotte Bobcats,100,Box Score,,"14,929",
607,2:00p,Philadelphia 76ers,99,Washington Wizards,107,Box Score,,"18,650",
608,2:30p,Brooklyn Nets,103,New York Knicks,80,Box Score,,"19,812",
609,5:00p,New Orleans Pelicans,95,Memphis Grizzlies,92,Box Score,,"17,485",
610,5:30p,Miami Heat,114,Atlanta Hawks,121,Box Score,,"19,262",
611,8:00p,Los Angeles Lakers,100,Chicago Bulls,102,Box Score,OT,"21,626",
612,8:00p,Portland Trail Blazers,113,Houston Rockets,126,Box Score,,"18,135",
613,10:30p,Indiana Pacers,102,Golden State Warriors,94,Box Score,,"19,596",
614,7:30p,Orlando Magic,90,Brooklyn Nets,101,Box Score,,"15,482",
615,7:30p,Boston Celtics,86,Miami Heat,93,Box Score,,"19,619",
616,8:00p,Sacramento Kings,114,New Orleans Pelicans,97,Box Score,,"16,459",
617,8:00p,Portland Trail Blazers,97,Oklahoma City Thunder,105,Box Score,,"18,203",
618,9:00p,Minnesota Timberwolves,112,Utah Jazz,97,Box Score,,"16,387",
619,7:00p,Los Angeles Clippers,91,Charlotte Bobcats,95,Box Score,,"14,760",
620,7:00p,Chicago Bulls,98,Cleveland Cavaliers,87,Box Score,,"16,890",
621,7:00p,Atlanta Hawks,112,Orlando Magic,109,Box Score,,"16,713",
622,7:00p,Dallas Mavericks,85,Toronto Raptors,93,Box Score,,"18,179",
623,7:00p,Boston Celtics,113,Washington Wizards,111,Box Score,OT,"14,492",
624,7:30p,Philadelphia 76ers,110,New York Knicks,106,Box Score,,"19,812",
625,8:00p,Sacramento Kings,98,Houston Rockets,119,Box Score,,"16,488",
626,8:00p,Detroit Pistons,101,Milwaukee Bucks,104,Box Score,,"11,266",
627,8:00p,Oklahoma City Thunder,111,San Antonio Spurs,105,Box Score,,"18,581",
628,10:30p,Indiana Pacers,100,Phoenix Suns,124,Box Score,,"16,465",
629,8:00p,Los Angeles Lakers,102,Miami Heat,109,Box Score,,"19,608",
630,10:30p,Denver Nuggets,105,Portland Trail Blazers,110,Box Score,,"20,066",
631,7:00p,Los Angeles Lakers,105,Orlando Magic,114,Box Score,,"16,101",
632,7:00p,Toronto Raptors,104,Philadelphia 76ers,95,Box Score,,"11,489",
633,7:30p,San Antonio Spurs,105,Atlanta Hawks,79,Box Score,,"17,601",
634,7:30p,Oklahoma City Thunder,101,Boston Celtics,83,Box Score,,"18,624",
635,7:30p,Dallas Mavericks,106,Brooklyn Nets,107,Box Score,,"16,110",
636,7:30p,Milwaukee Bucks,78,Cleveland Cavaliers,93,Box Score,,"17,147",
637,7:30p,New Orleans Pelicans,103,Detroit Pistons,101,Box Score,,"14,107",
638,7:30p,Charlotte Bobcats,96,New York Knicks,125,Box Score,,"19,812",
639,8:00p,Los Angeles Clippers,112,Chicago Bulls,95,Box Score,,"21,755",
640,8:00p,Memphis Grizzlies,88,Houston Rockets,87,Box Score,,"16,998",
641,9:00p,Washington Wizards,101,Phoenix Suns,95,Box Score,,"16,198",
642,10:00p,Indiana Pacers,116,Sacramento Kings,111,Box Score,OT,"17,317",
643,10:30p,Minnesota Timberwolves,121,Golden State Warriors,120,Box Score,,"19,596",
644,7:00p,Chicago Bulls,89,Charlotte Bobcats,87,Box Score,,"18,252",
645,7:00p,Los Angeles Clippers,126,Toronto Raptors,118,Box Score,,"19,800",
646,7:30p,Oklahoma City Thunder,103,Philadelphia 76ers,91,Box Score,,"19,217",
647,8:00p,Houston Rockets,81,Memphis Grizzlies,99,Box Score,,"17,512",
648,8:30p,Atlanta Hawks,112,Milwaukee Bucks,87,Box Score,,"15,879",
649,9:00p,Indiana Pacers,96,Denver Nuggets,109,Box Score,,"19,155",
650,9:00p,Washington Wizards,101,Utah Jazz,104,Box Score,,"17,754",
651,10:00p,Minnesota Timberwolves,104,Portland Trail Blazers,115,Box Score,,"20,006",
652,1:00p,San Antonio Spurs,101,Miami Heat,113,Box Score,,"19,683",
653,3:30p,Los Angeles Lakers,103,New York Knicks,110,Box Score,,"19,812",
